call_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,tower_location_id,source_evidence_file_id
CALL-0000058,PH-000004,PH-000264,2026-08-06T15:04:00,218,TOWER-Hyderabad,
CALL-0000059,PH-000004,PH-000265,2026-07-28T18:10:00,579,TOWER-Hyderabad,
CALL-0000060,PH-000004,PH-000266,2026-08-11T09:02:00,348,TOWER-Hyderabad,
CALL-0000061,PH-000004,PH-000266,2026-08-11T09:03:00,456,TOWER-Hyderabad,
CALL-0000062,PH-000004,PH-000266,2026-08-11T09:09:00,252,TOWER-Hyderabad,
CALL-0000063,PH-000004,PH-000267,2026-07-23T11:05:00,336,TOWER-Hyderabad,
CALL-0000064,PH-000004,PH-000267,2026-07-23T11:04:00,511,TOWER-Hyderabad,
CALL-0000065,PH-000004,PH-000268,2026-08-17T11:00:00,154,TOWER-Hyderabad,
CALL-0000066,PH-000004,PH-000268,2026-08-17T11:03:00,145,TOWER-Hyderabad,
CALL-0000067,PH-000004,PH-000268,2026-08-17T11:04:00,422,TOWER-Hyderabad,
CALL-0000068,PH-000004,PH-000269,2026-07-27T14:06:00,389,TOWER-Hyderabad,
CALL-0000069,PH-000004,PH-000269,2026-07-27T14:06:00,552,TOWER-Hyderabad,
CALL-0000070,PH-000004,PH-000269,2026-07-27T14:08:00,531,TOWER-Hyderabad,
CALL-0000071,PH-000004,PH-000270,2026-08-11T17:06:00,156,TOWER-Hyderabad,
CALL-0000072,PH-000004,PH-000270,2026-08-11T17:04:00,320,TOWER-Hyderabad,
CALL-0000073,PH-000004,PH-000270,2026-08-11T17:08:00,398,TOWER-Hyderabad,
CALL-0000074,PH-000004,PH-000271,2026-07-26T12:04:00,228,TOWER-Hyderabad,
CALL-0000075,PH-000004,PH-000271,2026-07-26T12:01:00,139,TOWER-Hyderabad,
CALL-0000076,PH-000004,PH-000271,2026-07-26T12:10:00,330,TOWER-Hyderabad,
CALL-0000077,PH-000004,PH-000272,2026-08-16T14:08:00,205,TOWER-Hyderabad,
CALL-0000078,PH-000004,PH-000272,2026-08-16T14:10:00,481,TOWER-Hyderabad,
CALL-0000079,PH-000004,PH-000272,2026-08-16T14:07:00,562,TOWER-Hyderabad,
CALL-0000080,PH-000004,PH-000273,2026-07-25T14:03:00,382,TOWER-Hyderabad,
CALL-0000081,PH-000004,PH-000273,2026-07-25T14:02:00,395,TOWER-Hyderabad,
CALL-0000082,PH-000004,PH-000273,2026-07-25T14:10:00,348,TOWER-Hyderabad,
CALL-0000083,PH-000004,PH-000274,2026-07-26T12:06:00,102,TOWER-Hyderabad,
CALL-0000084,PH-000004,PH-000275,2026-08-14T17:03:00,252,TOWER-Hyderabad,
CALL-0000085,PH-000004,PH-000276,2026-08-17T10:01:00,263,TOWER-Hyderabad,
CALL-0000086,PH-000004,PH-000276,2026-08-17T10:07:00,41,TOWER-Hyderabad,
CALL-0000087,PH-000004,PH-000277,2026-07-28T15:10:00,589,TOWER-Hyderabad,
CALL-0000088,PH-000004,PH-000277,2026-07-28T15:07:00,312,TOWER-Hyderabad,
CALL-0000089,PH-000004,PH-000277,2026-07-28T15:09:00,219,TOWER-Hyderabad,
CALL-0000090,PH-000004,PH-000278,2026-08-19T14:03:00,117,TOWER-Hyderabad,
CALL-0000091,PH-000004,PH-000278,2026-08-19T14:00:00,459,TOWER-Hyderabad,
CALL-0000092,PH-000004,PH-000278,2026-08-19T14:04:00,475,TOWER-Hyderabad,
CALL-0000093,PH-000004,PH-000279,2026-08-14T11:07:00,357,TOWER-Hyderabad,
CALL-0000094,PH-000004,PH-000279,2026-08-14T11:03:00,70,TOWER-Hyderabad,
CALL-0000095,PH-000004,PH-000279,2026-08-14T11:03:00,493,TOWER-Hyderabad,
CALL-0000096,PH-000004,PH-000280,2026-08-13T10:09:00,121,TOWER-Hyderabad,
CALL-0000097,PH-000004,PH-000280,2026-08-13T10:05:00,376,TOWER-Hyderabad,
CALL-0000098,PH-000004,PH-000280,2026-08-13T10:03:00,415,TOWER-Hyderabad,
CALL-0000099,PH-000004,PH-000281,2026-07-29T14:04:00,465,TOWER-Hyderabad,
CALL-0000100,PH-000004,PH-000281,2026-07-29T14:02:00,575,TOWER-Hyderabad,
CALL-0000101,PH-000005,PH-000282,2026-07-24T13:09:00,318,TOWER-Warangal,
CALL-0000102,PH-000005,PH-000282,2026-07-24T13:07:00,563,TOWER-Warangal,
CALL-0000103,PH-000005,PH-000282,2026-07-24T13:07:00,482,TOWER-Warangal,
CALL-0000104,PH-000005,PH-000283,2026-08-08T13:02:00,343,TOWER-Warangal,
CALL-0000105,PH-000005,PH-000283,2026-08-08T13:08:00,119,TOWER-Warangal,
CALL-0000106,PH-000005,PH-000283,2026-08-08T13:04:00,572,TOWER-Warangal,
CALL-0000107,PH-000005,PH-000284,2026-08-02T15:10:00,265,TOWER-Warangal,
CALL-0000108,PH-000005,PH-000284,2026-08-02T15:00:00,317,TOWER-Warangal,
CALL-0000109,PH-000005,PH-000284,2026-08-02T15:06:00,315,TOWER-Warangal,
CALL-0000110,PH-000005,PH-000285,2026-08-19T14:06:00,54,TOWER-Warangal,
CALL-0000111,PH-000005,PH-000286,2026-07-25T09:08:00,537,TOWER-Warangal,
CALL-0000112,PH-000005,PH-000286,2026-07-25T09:00:00,313,TOWER-Warangal,
CALL-0000113,PH-000005,PH-000287,2026-08-13T14:10:00,414,TOWER-Warangal,
CALL-0000114,PH-000005,PH-000288,2026-07-26T12:02:00,587,TOWER-Warangal,
CALL-0000115,PH-000005,PH-000288,2026-07-26T12:08:00,509,TOWER-Warangal,
CALL-0000116,PH-000005,PH-000288,2026-07-26T12:05:00,242,TOWER-Warangal,
CALL-0000117,PH-000005,PH-000289,2026-08-09T10:05:00,154,TOWER-Warangal,
CALL-0000118,PH-000005,PH-000290,2026-08-03T11:01:00,223,TOWER-Warangal,
CALL-0000119,PH-000005,PH-000290,2026-08-03T11:07:00,249,TOWER-Warangal,
CALL-0000120,PH-000005,PH-000290,2026-08-03T11:10:00,512,TOWER-Warangal,
CALL-0000121,PH-000005,PH-000291,2026-08-14T15:09:00,432,TOWER-Warangal,
CALL-0000122,PH-000005,PH-000292,2026-08-02T18:03:00,505,TOWER-Warangal,
CALL-0000123,PH-000005,PH-000292,2026-08-02T18:03:00,323,TOWER-Warangal,
CALL-0000124,PH-000005,PH-000292,2026-08-02T18:02:00,349,TOWER-Warangal,
CALL-0000125,PH-000005,PH-000293,2026-07-24T18:06:00,493,TOWER-Warangal,
CALL-0000126,PH-000005,PH-000294,2026-08-02T15:09:00,442,TOWER-Warangal,
CALL-0000127,PH-000005,PH-000294,2026-08-02T15:10:00,475,TOWER-Warangal,
CALL-0000128,PH-000005,PH-000295,2026-07-31T16:06:00,257,TOWER-Warangal,
CALL-0000129,PH-000005,PH-000295,2026-07-31T16:03:00,186,TOWER-Warangal,
CALL-0000130,PH-000005,PH-000295,2026-07-31T16:07:00,513,TOWER-Warangal,
CALL-0000131,PH-000005,PH-000296,2026-08-10T17:01:00,517,TOWER-Warangal,
CALL-0000132,PH-000005,PH-000297,2026-07-26T17:09:00,545,TOWER-Warangal,
CALL-0000133,PH-000005,PH-000298,2026-07-29T10:09:00,444,TOWER-Warangal,
CALL-0000134,PH-000005,PH-000298,2026-07-29T10:05:00,421,TOWER-Warangal,
CALL-0000135,PH-000005,PH-000299,2026-07-23T16:03:00,380,TOWER-Warangal,
CALL-0000136,PH-000005,PH-000299,2026-07-23T16:10:00,171,TOWER-Warangal,
CALL-0000137,PH-000005,PH-000299,2026-07-23T16:09:00,447,TOWER-Warangal,
CALL-0000138,PH-000005,PH-000300,2026-08-01T15:08:00,586,TOWER-Warangal,
CALL-0000139,PH-000005,PH-000300,2026-08-01T15:05:00,405,TOWER-Warangal,
CALL-0000140,PH-000005,PH-000301,2026-08-04T16:09:00,477,TOWER-Warangal,
CALL-0000141,PH-000005,PH-000301,2026-08-04T16:06:00,487,TOWER-Warangal,
CALL-0000142,PH-000005,PH-000301,2026-08-04T16:01:00,42,TOWER-Warangal,
CALL-0000143,PH-000005,PH-000302,2026-08-02T13:09:00,201,TOWER-Warangal,
CALL-0000144,PH-000005,PH-000302,2026-08-02T13:01:00,567,TOWER-Warangal,
CALL-0000145,PH-000005,PH-000303,2026-08-12T17:08:00,540,TOWER-Warangal,
CALL-0000146,PH-000005,PH-000303,2026-08-12T17:07:00,461,TOWER-Warangal,
CALL-0000147,PH-000005,PH-000303,2026-08-12T17:03:00,261,TOWER-Warangal,
CALL-0000148,PH-000005,PH-000304,2026-08-13T18:08:00,421,TOWER-Warangal,
CALL-0000149,PH-000005,PH-000305,2026-08-02T16:05:00,281,TOWER-Warangal,
CALL-0000150,PH-000005,PH-000305,2026-08-02T16:03:00,97,TOWER-Warangal,
CALL-0000151,PH-000005,PH-000306,2026-08-17T09:04:00,439,TOWER-Warangal,
CALL-0000152,PH-000005,PH-000306,2026-08-17T09:09:00,476,TOWER-Warangal,
CALL-0000153,PH-000005,PH-000307,2026-07-21T11:08:00,574,TOWER-Warangal,
CALL-0000154,PH-000005,PH-000307,2026-07-21T11:04:00,358,TOWER-Warangal,
CALL-0000155,PH-000005,PH-000308,2026-08-18T13:05:00,142,TOWER-Warangal,
CALL-0000156,PH-000005,PH-000308,2026-08-18T13:05:00,119,TOWER-Warangal,
CALL-0000157,PH-000005,PH-000309,2026-08-15T17:02:00,432,TOWER-Warangal,
CALL-0000158,PH-000005,PH-000310,2026-07-30T09:08:00,119,TOWER-Warangal,
CALL-0000159,PH-000005,PH-000310,2026-07-30T09:01:00,340,TOWER-Warangal,
CALL-0000160,PH-000005,PH-000310,2026-07-30T09:08:00,245,TOWER-Warangal,
CALL-0000161,PH-000005,PH-000311,2026-08-13T18:03:00,171,TOWER-Warangal,
CALL-0000162,PH-000005,PH-000311,2026-08-13T18:01:00,424,TOWER-Warangal,
CALL-0000163,PH-000006,PH-000312,2026-08-04T17:05:00,262,TOWER-Hyderabad,
CALL-0000164,PH-000006,PH-000313,2026-07-30T14:04:00,223,TOWER-Hyderabad,
CALL-0000165,PH-000006,PH-000313,2026-07-30T14:04:00,331,TOWER-Hyderabad,
CALL-0000166,PH-000006,PH-000314,2026-08-10T17:00:00,190,TOWER-Hyderabad,
CALL-0000167,PH-000006,PH-000314,2026-08-10T17:08:00,484,TOWER-Hyderabad,
CALL-0000168,PH-000006,PH-000315,2026-08-09T11:10:00,61,TOWER-Hyderabad,
CALL-0000169,PH-000006,PH-000315,2026-08-09T11:00:00,416,TOWER-Hyderabad,
CALL-0000170,PH-000006,PH-000316,2026-08-12T11:08:00,91,TOWER-Hyderabad,
CALL-0000171,PH-000006,PH-000316,2026-08-12T11:01:00,389,TOWER-Hyderabad,
CALL-0000172,PH-000006,PH-000316,2026-08-12T11:05:00,374,TOWER-Hyderabad,
CALL-0000173,PH-000006,PH-000317,2026-07-21T11:01:00,157,TOWER-Hyderabad,
CALL-0000174,PH-000006,PH-000317,2026-07-21T11:07:00,481,TOWER-Hyderabad,
CALL-0000175,PH-000006,PH-000317,2026-07-21T11:10:00,103,TOWER-Hyderabad,
CALL-0000176,PH-000006,PH-000318,2026-08-04T15:03:00,81,TOWER-Hyderabad,
CALL-0000177,PH-000006,PH-000318,2026-08-04T15:03:00,571,TOWER-Hyderabad,
CALL-0000178,PH-000006,PH-000318,2026-08-04T15:06:00,48,TOWER-Hyderabad,
CALL-0000179,PH-000006,PH-000319,2026-07-30T12:04:00,171,TOWER-Hyderabad,
CALL-0000180,PH-000006,PH-000319,2026-07-30T12:04:00,330,TOWER-Hyderabad,
CALL-0000181,PH-000006,PH-000319,2026-07-30T12:07:00,490,TOWER-Hyderabad,
CALL-0000182,PH-000006,PH-000320,2026-07-30T17:00:00,96,TOWER-Hyderabad,
CALL-0000183,PH-000006,PH-000320,2026-07-30T17:05:00,455,TOWER-Hyderabad,
CALL-0000184,PH-000006,PH-000321,2026-07-22T17:10:00,220,TOWER-Hyderabad,
CALL-0000185,PH-000006,PH-000322,2026-07-22T11:01:00,280,TOWER-Hyderabad,
CALL-0000186,PH-000006,PH-000322,2026-07-22T11:01:00,322,TOWER-Hyderabad,
CALL-0000187,PH-000006,PH-000323,2026-08-08T13:10:00,327,TOWER-Hyderabad,
CALL-0000188,PH-000006,PH-000323,2026-08-08T13:04:00,557,TOWER-Hyderabad,
CALL-0000189,PH-000006,PH-000323,2026-08-08T13:05:00,370,TOWER-Hyderabad,
CALL-0000190,PH-000006,PH-000324,2026-08-08T15:01:00,30,TOWER-Hyderabad,
CALL-0000191,PH-000006,PH-000325,2026-08-02T17:04:00,223,TOWER-Hyderabad,
CALL-0000192,PH-000006,PH-000326,2026-08-04T09:04:00,265,TOWER-Hyderabad,
CALL-0000193,PH-000006,PH-000326,2026-08-04T09:01:00,155,TOWER-Hyderabad,
CALL-0000194,PH-000006,PH-000326,2026-08-04T09:07:00,592,TOWER-Hyderabad,
CALL-0000195,PH-000006,PH-000327,2026-08-01T17:04:00,550,TOWER-Hyderabad,
CALL-0000196,PH-000006,PH-000327,2026-08-01T17:06:00,86,TOWER-Hyderabad,
CALL-0000197,PH-000006,PH-000328,2026-08-13T15:05:00,158,TOWER-Hyderabad,
CALL-0000198,PH-000006,PH-000328,2026-08-13T15:09:00,487,TOWER-Hyderabad,
CALL-0000199,PH-000006,PH-000328,2026-08-13T15:04:00,111,TOWER-Hyderabad,
CALL-0000200,PH-000006,PH-000329,2026-07-30T12:07:00,34,TOWER-Hyderabad,
CALL-0000201,PH-000006,PH-000329,2026-07-30T12:01:00,118,TOWER-Hyderabad,
CALL-0000202,PH-000006,PH-000330,2026-07-23T15:10:00,85,TOWER-Hyderabad,
CALL-0000203,PH-000006,PH-000331,2026-08-09T12:05:00,474,TOWER-Hyderabad,
CALL-0000204,PH-000006,PH-000332,2026-08-08T15:09:00,205,TOWER-Hyderabad,
CALL-0000205,PH-000006,PH-000332,2026-08-08T15:01:00,548,TOWER-Hyderabad,
CALL-0000206,PH-000006,PH-000332,2026-08-08T15:05:00,161,TOWER-Hyderabad,
CALL-0000207,PH-000006,PH-000333,2026-08-03T12:08:00,71,TOWER-Hyderabad,
CALL-0000208,PH-000006,PH-000334,2026-08-14T10:01:00,129,TOWER-Hyderabad,
CALL-0000209,PH-000006,PH-000335,2026-08-01T11:10:00,157,TOWER-Hyderabad,
CALL-0000210,PH-000006,PH-000335,2026-08-01T11:09:00,310,TOWER-Hyderabad,
CALL-0000211,PH-000007,PH-000008,2026-07-23T00:30:00,223,TOWER-Rangareddy,
CALL-0000212,PH-000007,PH-000008,2026-07-23T00:03:00,142,TOWER-Rangareddy,
CALL-0000213,PH-000007,PH-000009,2026-08-02T00:21:00,149,TOWER-Rangareddy,
CALL-0000214,PH-000007,PH-000009,2026-08-02T00:21:00,167,TOWER-Rangareddy,
CALL-0000215,PH-000007,PH-000010,2026-08-03T00:24:00,221,TOWER-Rangareddy,
CALL-0000216,PH-000007,PH-000011,2026-07-25T00:14:00,145,TOWER-Rangareddy,
CALL-0000217,PH-000007,PH-000012,2026-07-29T00:25:00,205,TOWER-Rangareddy,
CALL-0000218,PH-000007,PH-000013,2026-07-23T00:29:00,101,TOWER-Rangareddy,
CALL-0000219,PH-000007,PH-000014,2026-07-21T00:04:00,111,TOWER-Rangareddy,
CALL-0000220,PH-000007,PH-000014,2026-07-21T00:10:00,186,TOWER-Rangareddy,
CALL-0000221,PH-000007,PH-000015,2026-07-25T00:25:00,252,TOWER-Rangareddy,
CALL-0000222,PH-000007,PH-000015,2026-07-25T00:18:00,155,TOWER-Rangareddy,
CALL-0000223,PH-000007,PH-000016,2026-07-28T00:22:00,242,TOWER-Rangareddy,
CALL-0000224,PH-000007,PH-000017,2026-07-25T00:13:00,154,TOWER-Rangareddy,
CALL-0000225,PH-000007,PH-000018,2026-08-03T00:05:00,221,TOWER-Rangareddy,
CALL-0000226,PH-000007,PH-000019,2026-07-27T00:08:00,300,TOWER-Rangareddy,
CALL-0000227,PH-000007,PH-000019,2026-07-27T00:16:00,149,TOWER-Rangareddy,
CALL-0000228,PH-000007,PH-000020,2026-07-29T00:09:00,277,TOWER-Rangareddy,
CALL-0000229,PH-000007,PH-000021,2026-07-21T00:03:00,51,TOWER-Rangareddy,
CALL-0000230,PH-000007,PH-000022,2026-07-27T00:18:00,99,TOWER-Rangareddy,
CALL-0000231,PH-000007,PH-000023,2026-08-05T00:18:00,124,TOWER-Rangareddy,
CALL-0000232,PH-000007,PH-000023,2026-08-05T00:30:00,35,TOWER-Rangareddy,
CALL-0000233,PH-000007,PH-000023,2026-08-05T00:11:00,219,TOWER-Rangareddy,
CALL-0000234,PH-000007,PH-000024,2026-07-23T00:30:00,70,TOWER-Rangareddy,
CALL-0000235,PH-000007,PH-000024,2026-07-23T00:08:00,97,TOWER-Rangareddy,
CALL-0000236,PH-000007,PH-000024,2026-07-23T00:28:00,292,TOWER-Rangareddy,
CALL-0000237,PH-000007,PH-000025,2026-07-26T00:09:00,280,TOWER-Rangareddy,
CALL-0000238,PH-000007,PH-000025,2026-07-26T00:17:00,278,TOWER-Rangareddy,
CALL-0000239,PH-000007,PH-000025,2026-07-26T00:17:00,186,TOWER-Rangareddy,
CALL-0000240,PH-000007,PH-000026,2026-07-25T00:06:00,268,TOWER-Rangareddy,
CALL-0000241,PH-000007,PH-000026,2026-07-25T00:19:00,91,TOWER-Rangareddy,
CALL-0000242,PH-000007,PH-000027,2026-08-04T00:14:00,160,TOWER-Rangareddy,
CALL-0000243,PH-000007,PH-000027,2026-08-04T00:26:00,220,TOWER-Rangareddy,
CALL-0000244,PH-000007,PH-000028,2026-07-28T00:15:00,37,TOWER-Rangareddy,
CALL-0000245,PH-000007,PH-000028,2026-07-28T00:02:00,242,TOWER-Rangareddy,
CALL-0000246,PH-000007,PH-000028,2026-07-28T00:15:00,151,TOWER-Rangareddy,
CALL-0000247,PH-000007,PH-000029,2026-08-02T00:07:00,100,TOWER-Rangareddy,
CALL-0000248,PH-000007,PH-000029,2026-08-02T00:00:00,156,TOWER-Rangareddy,
CALL-0000249,PH-000007,PH-000030,2026-07-26T00:22:00,246,TOWER-Rangareddy,
CALL-0000250,PH-000007,PH-000030,2026-07-26T00:08:00,30,TOWER-Rangareddy,
CALL-0000251,PH-000007,PH-000031,2026-07-25T00:11:00,117,TOWER-Rangareddy,
CALL-0000252,PH-000007,PH-000031,2026-07-25T00:14:00,170,TOWER-Rangareddy,
CALL-0000253,PH-000007,PH-000032,2026-08-05T00:02:00,199,TOWER-Rangareddy,
CALL-0000254,PH-000007,PH-000032,2026-08-05T00:27:00,141,TOWER-Rangareddy,
CALL-0000255,PH-000007,PH-000032,2026-08-05T00:13:00,264,TOWER-Rangareddy,
CALL-0000256,PH-000007,PH-000033,2026-07-24T00:20:00,298,TOWER-Rangareddy,
CALL-0000257,PH-000007,PH-000034,2026-08-01T00:14:00,286,TOWER-Rangareddy,
CALL-0000258,PH-000007,PH-000035,2026-07-24T00:10:00,211,TOWER-Rangareddy,
CALL-0000259,PH-000007,PH-000035,2026-07-24T00:18:00,288,TOWER-Rangareddy,
CALL-0000260,PH-000007,PH-000036,2026-07-23T00:00:00,286,TOWER-Rangareddy,
CALL-0000261,PH-000007,PH-000037,2026-08-02T00:18:00,96,TOWER-Rangareddy,
CALL-0000262,PH-000007,PH-000037,2026-08-02T00:19:00,284,TOWER-Rangareddy,
CALL-0000263,PH-000007,PH-000038,2026-07-23T00:04:00,34,TOWER-Rangareddy,
CALL-0000264,PH-000007,PH-000039,2026-08-03T00:05:00,211,TOWER-Rangareddy,
CALL-0000265,PH-000007,PH-000039,2026-08-03T00:08:00,91,TOWER-Rangareddy,
CALL-0000266,PH-000007,PH-000040,2026-07-25T00:06:00,113,TOWER-Rangareddy,
CALL-0000267,PH-000007,PH-000041,2026-07-28T00:18:00,63,TOWER-Rangareddy,
CALL-0000268,PH-000007,PH-000041,2026-07-28T00:10:00,84,TOWER-Rangareddy,
CALL-0000269,PH-000007,PH-000042,2026-07-23T00:02:00,102,TOWER-Rangareddy,
CALL-0000270,PH-000007,PH-000042,2026-07-23T00:28:00,276,TOWER-Rangareddy,
CALL-0000271,PH-000007,PH-000043,2026-07-26T00:23:00,277,TOWER-Rangareddy,
CALL-0000272,PH-000007,PH-000043,2026-07-26T00:16:00,196,TOWER-Rangareddy,
CALL-0000273,PH-000007,PH-000044,2026-07-22T00:01:00,260,TOWER-Rangareddy,
CALL-0000274,PH-000007,PH-000045,2026-08-02T00:24:00,108,TOWER-Rangareddy,
CALL-0000275,PH-000007,PH-000045,2026-08-02T00:20:00,126,TOWER-Rangareddy,
CALL-0000276,PH-000007,PH-000046,2026-08-05T00:25:00,102,TOWER-Rangareddy,
CALL-0000277,PH-000007,PH-000047,2026-07-29T00:21:00,289,TOWER-Rangareddy,
CALL-0000278,PH-000007,PH-000048,2026-07-31T00:29:00,117,TOWER-Rangareddy,
CALL-0000279,PH-000007,PH-000048,2026-07-31T00:00:00,86,TOWER-Rangareddy,
CALL-0000280,PH-000007,PH-000048,2026-07-31T00:17:00,283,TOWER-Rangareddy,
CALL-0000281,PH-000007,PH-000049,2026-07-29T00:24:00,235,TOWER-Rangareddy,
CALL-0000282,PH-000007,PH-000049,2026-07-29T00:24:00,94,TOWER-Rangareddy,
CALL-0000283,PH-000007,PH-000049,2026-07-29T00:19:00,114,TOWER-Rangareddy,
CALL-0000284,PH-000007,PH-000050,2026-07-21T00:22:00,39,TOWER-Rangareddy,
CALL-0000285,PH-000007,PH-000051,2026-07-22T00:23:00,86,TOWER-Rangareddy,
CALL-0000286,PH-000007,PH-000051,2026-07-22T00:01:00,42,TOWER-Rangareddy,
CALL-0000287,PH-000007,PH-000052,2026-08-02T00:01:00,137,TOWER-Rangareddy,
CALL-0000288,PH-000007,PH-000053,2026-07-28T00:26:00,220,TOWER-Rangareddy,
CALL-0000289,PH-000007,PH-000053,2026-07-28T00:24:00,165,TOWER-Rangareddy,
CALL-0000290,PH-000007,PH-000054,2026-07-23T00:06:00,136,TOWER-Rangareddy,
CALL-0000291,PH-000007,PH-000055,2026-08-04T00:08:00,91,TOWER-Rangareddy,
CALL-0000292,PH-000007,PH-000055,2026-08-04T00:13:00,212,TOWER-Rangareddy,
